paciente_id,rut,nombre,apellido,fecha_nacimiento,sexo,comuna,prevision,fecha_registro
600,13.030.953-4,Lucas,Fuenzalida,1973-09-04,M,Teno,ISAPRE,2026-02-28 12:35:35.473333
601,13.089.361-9,Luis,Henríquez,1973-12-30,M,Camarones,NINGUNA,2026-02-28 12:35:35.476666
602,22.726.353-9,Gaspar,Gatica,2000-06-23,M,Pemuco,FONASA,2026-02-28 12:35:35.476666
603,15.619.060-8,Carolina,Pastén,1948-12-24,F,Vitacura,ISAPRE,2026-02-28 12:35:35.480000
604,17.261.207-5,Anahí,Pino,1977-03-06,F,Cochamó,NINGUNA,2026-02-28 12:35:35.483333
605,20.804.628-4,Jorge,León,2004-12-13,M,Quilaco,FONASA,2026-02-28 12:35:35.486666
606,24.708.648-K,Isaías,Herrera,1944-08-05,M,Hualaihué,FONASA,2026-02-28 12:35:35.490000
607,12.239.131-0,Rayén,Leal,1942-09-16,F,Quilicura,FONASA,2026-02-28 12:35:35.490000
608,21.999.031-6,María,Cancino,1959-06-30,F,Antártica,NINGUNA,2026-02-28 12:35:35.493333
609,19.212.826-9,Sara,Urrutia,1987-10-04,F,Nueva Imperial,ISAPRE,2026-02-28 12:35:35.500000
610,23.004.127-K,Juan,Bustamante,1976-08-02,M,Andacollo,NINGUNA,2026-02-28 12:35:35.500000
611,14.310.272-6,Matías,Vera,1945-09-08,M,Los Andes,ISAPRE,2026-02-28 12:35:35.503333
612,22.156.538-K,Felipe,Méndez,2002-09-01,M,Los Ángeles,FONASA,2026-02-28 12:35:35.510000
613,22.998.267-2,Mariano,Muñoz,1962-03-27,M,Copiapó,ISAPRE,2026-02-28 12:35:35.510000
614,15.407.561-5,Manuel,Mondaca,1987-07-18,M,Timaukel,ISAPRE,2026-02-28 12:35:35.510000
615,6.943.001-5,Aldo,Castillo,1956-08-20,M,Las Cabras,FONASA,2026-02-28 12:35:35.513333
616,8.891.863-0,Joselyn,Pérez,1970-11-07,F,Teno,NINGUNA,2026-02-28 12:35:35.520000
617,15.378.052-8,Carlos,Martínez,1985-04-29,M,Pitrufquén,NINGUNA,2026-02-28 12:35:35.520000
618,9.007.842-9,Jaime,Yáñez,1940-11-10,M,Colchane,NINGUNA,2026-02-28 12:35:35.526666
619,5.380.863-8,Horacio,Hidalgo,1951-02-24,M,Purranque,ISAPRE,2026-02-28 12:35:35.530000
620,22.549.147-K,Johanna,Vergara,1975-03-13,F,Vichuquén,NINGUNA,2026-02-28 12:35:35.530000
621,10.602.347-6,María,Hermosilla,1965-04-21,F,Coelemu,FONASA,2026-02-28 12:35:35.533333
622,8.961.326-4,Eliana,Cepeda,1992-06-30,F,Loncoche,FONASA,2026-02-28 12:35:35.540000
623,19.405.742-3,Rebeca,Alegría,1958-07-05,F,Ollagüe,NINGUNA,2026-02-28 12:35:35.540000
624,13.823.126-7,Santiago,Cruz,1988-06-21,M,Curanilahue,NINGUNA,2026-02-28 12:35:35.543333
625,21.647.949-1,Marco,Almonacid,1970-12-23,M,Toltén,NINGUNA,2026-02-28 12:35:35.546666
626,6.860.227-0,Consuelo,Zapata,1973-12-30,F,Saavedra,NINGUNA,2026-02-28 12:35:35.550000
627,17.337.554-9,Rodrigo,González,1950-09-14,M,Concepción,ISAPRE,2026-02-28 12:35:35.553333
628,24.257.301-3,Miguel,Cisterna,1985-11-15,M,La Reina,NINGUNA,2026-02-28 12:35:35.556666
629,12.663.980-5,Israel,Espinoza,1990-05-30,M,Maipú,NINGUNA,2026-02-28 12:35:35.560000
630,6.477.666-5,Rafael,Sánchez,1998-06-07,M,Nancagua,FONASA,2026-02-28 12:35:35.560000
631,6.542.884-9,José,Valenzuela,1972-02-07,M,Chiguayante,ISAPRE,2026-02-28 12:35:35.563333
632,10.036.005-5,María,Hurtado,1952-03-06,F,Talcahuano,FONASA,2026-02-28 12:35:35.566666
633,12.533.483-0,Gloria,Saldivia,1961-11-24,F,Mostazal,FONASA,2026-02-28 12:35:35.570000
634,15.735.241-5,Rosario,Muñoz,1958-06-17,F,San Miguel,FONASA,2026-02-28 12:35:35.570000
635,9.006.430-4,Cynthia,Leiva,1974-03-01,F,Puerto Varas,NINGUNA,2026-02-28 12:35:35.573333
636,11.017.797-6,Pablo,Concha,1955-03-10,M,Vicuña,NINGUNA,2026-02-28 12:35:35.576666
637,18.452.805-3,Javier,Silva,1944-09-09,M,Conchalí,ISAPRE,2026-02-28 12:35:35.576666
638,15.425.287-8,Estrella,Vega,1962-04-10,F,Temuco,FONASA,2026-02-28 12:35:35.580000
639,5.267.401-8,Ximena,Rivera,1965-02-07,F,Guaitecas,FONASA,2026-02-28 12:35:35.583333
640,23.918.214-3,Daniela,Ruz,1993-05-21,F,Iquique,ISAPRE,2026-02-28 12:35:35.586666
641,20.566.796-2,José,Venegas,1965-01-22,M,San Ignacio,NINGUNA,2026-02-28 12:35:35.590000
642,11.557.288-1,Marcia,Pizarro,1989-11-04,F,General Lagos,NINGUNA,2026-02-28 12:35:35.593333
643,10.052.169-5,Humberto,Cifuentes,1940-06-07,M,Torres del Paine,ISAPRE,2026-02-28 12:35:35.596666
644,12.818.106-7,Silvio,Rodríguez,1976-11-07,M,Frutillar,ISAPRE,2026-02-28 12:35:35.600000
645,16.241.317-1,Alonso,Navarrete,1940-02-06,M,Antártica,NINGUNA,2026-02-28 12:35:35.603333
646,15.318.344-9,Millaray,Aedo,1947-01-27,F,La Reina,FONASA,2026-02-28 12:35:35.606666
647,19.086.682-3,Richard,Madariaga,1973-06-25,M,Punta Arenas,FONASA,2026-02-28 12:35:35.606666
648,14.389.378-2,Santiago,Hernández,1946-05-01,M,Ercilla,FONASA,2026-02-28 12:35:35.610000
649,22.440.225-2,Ernesto,Araya,1968-02-09,M,Quinta Normal,NINGUNA,2026-02-28 12:35:35.610000
650,20.383.298-2,María,Leiva,1990-11-23,F,Pencahue,FONASA,2026-02-28 12:35:35.613333
651,21.959.341-4,José,Opazo,1949-01-31,M,Santo Domingo,NINGUNA,2026-02-28 12:35:35.616666
652,7.510.894-K,Elba,Martínez,1980-04-11,F,Cobquecura,NINGUNA,2026-02-28 12:35:35.620000
653,19.595.603-0,Oscar,Ibarra,1985-01-29,M,Teno,FONASA,2026-02-28 12:35:35.626666
654,14.787.023-K,Cristian,Castillo,1957-10-04,M,La Estrella,ISAPRE,2026-02-28 12:35:35.626666
655,15.947.186-1,Ámbar,Guerra,1961-08-23,F,Padre Las Casas,ISAPRE,2026-02-28 12:35:35.630000
656,12.838.692-0,Marcela,Soto,1945-01-30,F,Vallenar,FONASA,2026-02-28 12:35:35.633333
657,24.619.546-3,Simón,Catalán,1947-06-01,M,Lebu,FONASA,2026-02-28 12:35:35.640000
658,10.515.509-3,Bruno,Chávez,1970-08-05,M,Timaukel,ISAPRE,2026-02-28 12:35:35.640000
659,18.640.297-9,Tamara,Hernández,1948-03-19,F,Lampa,NINGUNA,2026-02-28 12:35:35.643333
660,11.967.115-9,Adriana,García,1970-10-02,F,Paine,ISAPRE,2026-02-28 12:35:35.646666
661,13.892.190-5,Isidora,Pizarro,1998-01-04,F,San Vicente,FONASA,2026-02-28 12:35:35.650000
662,10.288.694-1,Erick,Belmar,1994-12-15,M,Pudahuel,NINGUNA,2026-02-28 12:35:35.650000
663,6.353.243-6,Petronila,Zenteno,1954-08-19,F,Calle Larga,ISAPRE,2026-02-28 12:35:35.653333
664,8.060.597-8,Raúl,Gutiérrez,1988-05-23,M,Futaleufú,FONASA,2026-02-28 12:35:35.656666
665,18.295.757-7,Camila,Campos,1974-12-10,F,Pitrufquén,FONASA,2026-02-28 12:35:35.660000
666,13.729.748-5,Lucía,Flores,1995-10-22,F,Santa Bárbara,FONASA,2026-02-28 12:35:35.663333
667,18.569.151-9,Carlos,Maldonado,1998-02-26,M,Cauquenes,ISAPRE,2026-02-28 12:35:35.663333
668,8.178.452-3,Jonathan,Muñoz,1971-06-11,M,Pichilemu,FONASA,2026-02-28 12:35:35.666666
669,9.075.295-2,Benjamín,Bravo,1940-10-24,M,Macul,FONASA,2026-02-28 12:35:35.670000
670,9.386.075-6,Ignacio,Aburto,1953-06-25,M,Ninhue,ISAPRE,2026-02-28 12:35:35.673333
671,7.819.895-8,Valentina,García,1979-08-17,F,Chillán Viejo,NINGUNA,2026-02-28 12:35:35.680000
672,7.516.152-2,Fabiola,Rodríguez,1941-06-25,F,Nancagua,FONASA,2026-02-28 12:35:35.680000
673,19.879.086-9,Matías,Villegas,1995-01-27,M,Juan Fernández,FONASA,2026-02-28 12:35:35.683333
674,16.124.968-8,Domingo,Retamal,1948-05-03,M,San Pedro,FONASA,2026-02-28 12:35:35.686666
675,6.699.119-9,Carolina,Rojas,1951-06-07,F,La Cruz,NINGUNA,2026-02-28 12:35:35.690000
676,18.253.956-2,Patricia,Espinoza,1973-10-05,F,Lolol,FONASA,2026-02-28 12:35:35.693333
677,19.316.468-4,Javiera,Castro,1951-10-05,F,Rancagua,ISAPRE,2026-02-28 12:35:35.693333
678,11.279.749-1,Juan,Soto,1958-09-17,M,Cobquecura,ISAPRE,2026-02-28 12:35:35.696666
679,9.987.242-K,Catalina,Gómez,1942-05-11,F,Putre,NINGUNA,2026-02-28 12:35:35.700000
680,14.902.086-1,Raimundo,Gutiérrez,1973-12-13,M,Valparaíso,ISAPRE,2026-02-28 12:35:35.703333
681,7.046.118-8,Jimena,Muñoz,1945-12-20,F,Ninhue,ISAPRE,2026-02-28 12:35:35.706666
682,9.604.876-9,Irma,Morales,1968-07-12,F,Cabildo,FONASA,2026-02-28 12:35:35.710000
683,23.242.091-K,Raúl,Almonacid,1994-02-02,M,Llanquihue,FONASA,2026-02-28 12:35:35.710000
684,17.049.802-K,María,Valenzuela,1972-08-22,F,Pumanque,NINGUNA,2026-02-28 12:35:35.716666
685,16.543.869-8,Johanna,Gómez,2002-02-08,F,Primavera,NINGUNA,2026-02-28 12:35:35.716666
686,18.031.913-1,Stephanie,Salazar,1958-05-27,F,Valparaíso,FONASA,2026-02-28 12:35:35.720000
687,15.699.755-2,Héctor,Márquez,1980-08-19,M,Gorbea,FONASA,2026-02-28 12:35:35.720000
688,14.426.536-K,Sebastián,Montes,1943-12-27,M,Treguaco,ISAPRE,2026-02-28 12:35:35.723333
689,24.595.416-6,Katherin,Zapata,1955-11-03,F,San Rafael,FONASA,2026-02-28 12:35:35.726666
690,13.316.702-1,Jorge,Mella,1984-09-12,M,Chiguayante,FONASA,2026-02-28 12:35:35.730000
691,22.907.650-7,Claudia,Montecino,1995-07-19,F,Quillón,NINGUNA,2026-02-28 12:35:35.733333
692,12.362.231-6,Jorge,Aravena,1979-03-05,M,Cobquecura,ISAPRE,2026-02-28 12:35:35.733333
693,10.828.808-6,Emma,Ramírez,1951-12-25,F,Las Cabras,FONASA,2026-02-28 12:35:35.736666
694,17.038.764-3,Claudia,Muñoz,2002-03-13,F,Traiguén,NINGUNA,2026-02-28 12:35:35.736666
695,16.800.494-K,Cristian,Vásquez,2004-06-24,M,Isla de Maipo,NINGUNA,2026-02-28 12:35:35.740000
696,23.894.798-7,José,González,2004-07-14,M,Melipilla,FONASA,2026-02-28 12:35:35.743333
697,23.190.683-5,Emily,Bustos,1961-01-11,F,Pencahue,FONASA,2026-02-28 12:35:35.743333
698,6.273.851-0,Estrella,Salgado,1946-02-21,F,Lo Espejo,FONASA,2026-02-28 12:35:35.750000
699,12.342.009-8,Camilo,Astorga,1941-05-10,M,Las Condes,NINGUNA,2026-02-28 12:35:35.750000
700,5.022.934-3,Martina,Maturana,1962-07-29,F,El Tabo,NINGUNA,2026-02-28 12:35:35.753333
701,9.378.502-9,Víctor,Opazo,1963-03-10,M,Calbuco,NINGUNA,2026-02-28 12:35:35.760000
702,15.857.838-7,David,Caro,1944-01-20,M,Penco,FONASA,2026-02-28 12:35:35.763333
703,24.683.337-0,Christian,Gómez,1987-12-15,M,Río Claro,FONASA,2026-02-28 12:35:35.763333
704,22.659.525-2,Juan,Lagos,1998-07-27,M,Pitrufquén,ISAPRE,2026-02-28 12:35:35.766666
705,17.535.626-6,Jonathan,Vargas,1987-12-11,M,Llanquihue,NINGUNA,2026-02-28 12:35:35.770000
706,24.663.456-4,Eliana,Cárdenas,1946-11-16,F,Peñaflor,ISAPRE,2026-02-28 12:35:35.770000
707,15.824.767-4,Elisa,Gallardo,1949-04-14,F,Mulchén,FONASA,2026-02-28 12:35:35.770000
708,21.347.719-6,Maite,Gómez,1984-03-05,F,Calera de Tango,ISAPRE,2026-02-28 12:35:35.776666
709,23.856.829-3,Felipe,Ramos,1987-03-13,M,Coelemu,NINGUNA,2026-02-28 12:35:35.780000
710,12.490.597-4,Sofía,Saavedra,1985-04-15,F,Vallenar,NINGUNA,2026-02-28 12:35:35.783333
711,17.696.463-4,Matías,Salazar,1960-11-17,M,Pelluhue,NINGUNA,2026-02-28 12:35:35.783333
712,9.273.102-2,Pía,Barrientos,1952-02-03,F,Paine,NINGUNA,2026-02-28 12:35:35.790000
713,24.221.146-4,José,Sánchez,1966-08-25,M,Salamanca,NINGUNA,2026-02-28 12:35:35.793333
714,11.109.649-K,Eduardo,Bello,1980-12-28,M,Camarones,ISAPRE,2026-02-28 12:35:35.796666
715,23.976.717-6,Jaime,Medina,1947-01-31,M,Bulnes,ISAPRE,2026-02-28 12:35:35.800000
716,16.112.168-1,Boris,Muñoz,1990-09-20,M,Palmilla,FONASA,2026-02-28 12:35:35.800000
717,16.637.016-7,Eduardo,Vera,1961-09-28,M,Huechuraba,FONASA,2026-02-28 12:35:35.800000
718,16.265.882-4,Gaspar,Tapia,1970-05-24,M,Gorbea,FONASA,2026-02-28 12:35:35.803333
719,12.035.837-5,Anaís,Díaz,1956-12-24,F,Río Bueno,NINGUNA,2026-02-28 12:35:35.806666
720,16.760.196-0,Ismael,Guerrero,1957-06-19,M,Peralillo,FONASA,2026-02-28 12:35:35.810000
721,6.615.560-9,Hugo,Quijada,1966-04-06,M,Chonchi,ISAPRE,2026-02-28 12:35:35.810000
722,10.581.391-0,Loreto,Araneda,2000-03-11,F,Estación Central,ISAPRE,2026-02-28 12:35:35.813333
723,17.707.485-3,Estela,Paredes,1963-11-25,F,Olivar,NINGUNA,2026-02-28 12:35:35.816666
724,8.403.377-4,Antonella,Contreras,1996-05-26,F,San José de Maipo,ISAPRE,2026-02-28 12:35:35.820000
725,10.457.846-2,Damián,Cárdenas,1970-09-16,M,Zapallar,FONASA,2026-02-28 12:35:35.820000
726,14.895.491-7,Luis,Gallegos,1941-05-14,M,Puyehue,ISAPRE,2026-02-28 12:35:35.823333
727,8.513.989-4,Romina,Moraga,1945-01-18,F,Chaitén,ISAPRE,2026-02-28 12:35:35.826666
728,17.598.276-0,Sergio,Vera,1950-12-13,M,Purranque,NINGUNA,2026-02-28 12:35:35.830000
729,23.355.826-5,Domingo,Navarro,2004-02-03,M,Talagante,FONASA,2026-02-28 12:35:35.830000
730,24.932.357-8,Roxana,Marín,1981-10-04,F,Concepción,ISAPRE,2026-02-28 12:35:35.833333
731,19.472.809-3,Luis,Sepúlveda,2004-02-18,M,Cobquecura,NINGUNA,2026-02-28 12:35:35.836666
732,19.569.347-1,Bruno,Flores,1950-09-09,M,Los Sauces,FONASA,2026-02-28 12:35:35.840000
733,16.109.690-3,Joel,Rojas,1953-12-26,M,Chépica,FONASA,2026-02-28 12:35:35.840000
734,23.592.927-9,Francisca,Inostroza,1989-02-18,F,Antuco,NINGUNA,2026-02-28 12:35:35.846666
735,14.446.346-3,Angélica,Muñoz,1960-03-27,F,Talagante,FONASA,2026-02-28 12:35:35.846666
736,6.665.489-3,Sebastián,Naranjo,1966-09-26,M,San Rafael,NINGUNA,2026-02-28 12:35:35.850000
737,10.153.623-8,Yolanda,Bustamante,1943-09-16,F,San Pedro de la Paz,ISAPRE,2026-02-28 12:35:35.853333
738,19.348.075-6,Juan,Muñoz,1945-12-18,M,La Florida,ISAPRE,2026-02-28 12:35:35.856666
739,11.699.974-9,Daniela,Bravo,1946-08-07,F,Los Muermos,FONASA,2026-02-28 12:35:35.860000
740,10.732.177-2,Gaspar,Osorio,1983-06-06,M,Tocopilla,ISAPRE,2026-02-28 12:35:35.860000
741,20.890.394-2,Rodrigo,Pacheco,1997-06-01,M,Antártica,FONASA,2026-02-28 12:35:35.860000
742,18.336.791-9,Margarita,Correa,1972-01-18,F,Lo Barnechea,ISAPRE,2026-02-28 12:35:35.863333
743,8.058.046-0,Génesis,Salamanca,1983-09-05,F,Ercilla,NINGUNA,2026-02-28 12:35:35.866666
744,11.203.584-2,Blanca,Cubillos,1965-03-31,F,Loncoche,ISAPRE,2026-02-28 12:35:35.866666
745,11.260.684-K,Elena,Parada,1970-05-02,F,Gorbea,FONASA,2026-02-28 12:35:35.870000
746,19.755.240-9,Lilian,Briones,1971-08-25,F,La Cruz,ISAPRE,2026-02-28 12:35:35.873333
747,14.011.445-6,Gabriel,González,1978-05-25,M,Portezuelo,FONASA,2026-02-28 12:35:35.873333
748,8.244.801-2,Javier,Donoso,1945-10-31,M,Río Ibáñez,NINGUNA,2026-02-28 12:35:35.873333
749,23.168.013-6,Catalina,Uribe,1968-03-03,F,Freirina,NINGUNA,2026-02-28 12:35:35.880000
750,23.575.797-4,Carlos,Ramos,1944-02-24,M,Codegua,ISAPRE,2026-02-28 12:35:35.880000
751,22.968.881-2,Francisca,Flores,1986-10-03,F,Quellón,ISAPRE,2026-02-28 12:35:35.883333
752,20.980.710-6,Ítalo,Valencia,1960-05-03,M,Tortel,FONASA,2026-02-28 12:35:35.886666
753,6.165.294-9,Laura,López,1974-03-02,F,Coelemu,NINGUNA,2026-02-28 12:35:35.886666
754,9.035.989-4,Carlos,Cárdenas,2004-08-05,M,La Estrella,ISAPRE,2026-02-28 12:35:35.890000
755,10.609.119-6,Ricardo,Delgado,1954-06-02,M,Casablanca,FONASA,2026-02-28 12:35:35.896666
756,6.431.965-5,René,Aguilera,1968-10-23,M,Nueva Imperial,FONASA,2026-02-28 12:35:35.900000
757,11.775.286-0,Marcela,Medina,1995-12-22,F,Tortel,NINGUNA,2026-02-28 12:35:35.906666
758,24.966.486-3,Robinson,Fuentes,1957-07-19,M,Calera,ISAPRE,2026-02-28 12:35:35.910000
759,7.920.156-1,Juan,Osorio,1966-05-30,M,Los Ángeles,NINGUNA,2026-02-28 12:35:35.913333
760,23.523.864-0,Guadalupe,Rivas,1962-03-11,F,Colina,ISAPRE,2026-02-28 12:35:35.913333
761,5.414.860-7,Antonella,Araya,1993-07-10,F,Yungay,NINGUNA,2026-02-28 12:35:35.916666
762,8.775.505-3,Ana,Orellana,1968-03-15,F,Quellón,FONASA,2026-02-28 12:35:35.920000
763,24.011.737-1,Juan,Gallardo,1980-01-04,M,Cholchol,NINGUNA,2026-02-28 12:35:35.923333
764,8.544.516-2,Franco,Hernández,1978-04-16,M,Litueche,FONASA,2026-02-28 12:35:35.926666
765,22.972.877-6,Zoila,Villarroel,1999-11-22,F,Mulchén,ISAPRE,2026-02-28 12:35:35.926666
766,13.862.954-6,Elizabeth,Díaz,1966-01-24,F,Tierra Amarilla,NINGUNA,2026-02-28 12:35:35.930000
767,24.193.914-6,María,Ruz,1981-06-09,F,Arica,ISAPRE,2026-02-28 12:35:35.933333
768,10.778.064-5,Silvio,Flores,1958-09-28,M,Chépica,ISAPRE,2026-02-28 12:35:35.936666
769,18.479.483-7,Brayan,Villalobos,1942-08-21,M,Lebu,ISAPRE,2026-02-28 12:35:35.940000
770,12.971.838-2,María,Barraza,1943-05-10,F,Vallenar,NINGUNA,2026-02-28 12:35:35.943333
771,14.012.195-9,María,Ceballos,2001-01-15,F,Peralillo,ISAPRE,2026-02-28 12:35:35.946666
772,16.336.904-4,Arturo,Rivera,1995-08-16,M,Pemuco,ISAPRE,2026-02-28 12:35:35.946666
773,14.406.872-6,Amparo,Rosas,1997-05-10,F,Huechuraba,ISAPRE,2026-02-28 12:35:35.946666
774,12.648.981-1,Sergio,Pérez,1949-02-22,M,San Pedro de la Paz,ISAPRE,2026-02-28 12:35:35.950000
775,15.766.554-5,Rosa,Gómez,1958-05-02,F,Huechuraba,NINGUNA,2026-02-28 12:35:35.953333
776,7.995.969-3,Margarita,Guerrero,1952-10-15,F,La Pintana,ISAPRE,2026-02-28 12:35:35.960000
777,18.662.370-3,León,Norambuena,1990-06-03,M,Penco,ISAPRE,2026-02-28 12:35:35.960000
778,6.885.954-9,María,Sánchez,1975-01-24,F,Curarrehue,FONASA,2026-02-28 12:35:35.963333
779,15.439.558-K,Alejandro,Catalán,1988-04-14,M,Yungay,NINGUNA,2026-02-28 12:35:35.970000
780,9.551.652-1,Clara,Farías,1993-02-10,F,Canela,NINGUNA,2026-02-28 12:35:35.970000
781,10.829.658-5,Juan,Villagrán,1953-02-12,M,Villarrica,FONASA,2026-02-28 12:35:35.970000
782,13.371.504-5,Joaquín,Garrido,1942-04-01,M,Villa Alegre,ISAPRE,2026-02-28 12:35:35.973333
783,17.092.181-K,Sebastián,Mardones,1987-12-13,M,Padre Hurtado,FONASA,2026-02-28 12:35:35.976666
784,17.359.839-4,Pamela,Quinteros,1996-01-15,F,Chaitén,ISAPRE,2026-02-28 12:35:35.980000
785,9.156.483-1,Karen,Cabello,1986-05-09,F,Casablanca,FONASA,2026-02-28 12:35:35.980000
786,17.497.910-3,Pedro,Neira,1973-04-05,M,Vilcún,NINGUNA,2026-02-28 12:35:35.983333
787,10.958.719-2,Carolina,Silva,2005-05-12,F,Contulmo,ISAPRE,2026-02-28 12:35:35.983333
788,16.551.079-8,Camila,Salazar,1951-02-16,F,Chillán Viejo,ISAPRE,2026-02-28 12:35:35.990000
789,14.565.341-K,Salvador,Araya,1941-11-13,M,Empedrado,ISAPRE,2026-02-28 12:35:35.990000
790,10.466.265-K,Erick,Rodríguez,1998-02-06,M,Los Andes,NINGUNA,2026-02-28 12:35:35.990000
791,12.427.309-9,Carlos,Sepúlveda,1984-01-20,M,Lampa,FONASA,2026-02-28 12:35:35.993333
792,14.028.946-9,Axel,Martínez,1984-05-04,M,Negrete,ISAPRE,2026-02-28 12:35:35.993333
793,5.298.566-8,Raúl,Barrientos,1972-04-05,M,Coihueco,FONASA,2026-02-28 12:35:36.000000
794,5.283.995-5,Neftalí,Vidal,1955-03-24,M,Dalcahue,ISAPRE,2026-02-28 12:35:36.003333
795,14.240.171-1,Yasna,López,1968-11-02,F,El Monte,ISAPRE,2026-02-28 12:35:36.003333
796,20.401.417-5,Irma,Carrillo,1957-02-23,F,Ancud,FONASA,2026-02-28 12:35:36.006666
797,15.138.306-8,Verónica,Silva,1986-01-30,F,Nancagua,NINGUNA,2026-02-28 12:35:36.010000
798,24.612.134-6,Isidora,Gómez,1946-12-17,F,San Rosendo,FONASA,2026-02-28 12:35:36.010000
799,23.839.374-4,Denisse,Valdebenito,1984-01-19,F,Zapallar,NINGUNA,2026-02-28 12:35:36.013333
800,15.015.190-2,Ruth,Henríquez,1986-07-29,F,Pedro Aguirre Cerda,FONASA,2026-02-28 12:35:36.016666
801,7.142.016-7,Gladys,Barrios,1962-11-19,F,Molina,ISAPRE,2026-02-28 12:35:36.020000
802,14.290.716-K,Flor,Osses,1957-10-08,F,Río Ibáñez,NINGUNA,2026-02-28 12:35:36.020000
803,11.320.315-3,Katerine,Morales,1950-03-15,F,Nueva Imperial,NINGUNA,2026-02-28 12:35:36.023333
804,6.905.041-7,Osvaldo,Fuentealba,1994-10-23,M,Coihaique,NINGUNA,2026-02-28 12:35:36.026666
805,15.723.517-6,Tatiana,Uribe,1986-04-29,F,Arauco,FONASA,2026-02-28 12:35:36.030000
806,21.689.062-0,Ángel,Díaz,1960-02-12,M,Los Vilos,ISAPRE,2026-02-28 12:35:36.030000
807,18.576.086-3,Jacqueline,Miranda,1966-06-03,F,Padre Hurtado,NINGUNA,2026-02-28 12:35:36.033333
808,24.563.029-8,Felipe,Lucero,1988-03-08,M,Colchane,NINGUNA,2026-02-28 12:35:36.036666
809,16.514.775-8,José,Castro,1989-06-10,M,Coelemu,NINGUNA,2026-02-28 12:35:36.040000
810,22.939.377-4,Iván,Lillo,1983-06-09,M,Cobquecura,ISAPRE,2026-02-28 12:35:36.043333
811,22.022.661-1,Mayte,Valdebenito,1960-06-05,F,Padre Hurtado,FONASA,2026-02-28 12:35:36.046666
812,14.857.757-9,José,Baez,1946-08-22,M,Quintero,ISAPRE,2026-02-28 12:35:36.050000
813,13.678.915-5,Maximiliano,Muñoz,1989-05-07,M,Cholchol,NINGUNA,2026-02-28 12:35:36.053333
814,16.261.956-K,Jorge,Velásquez,1984-07-14,M,Algarrobo,FONASA,2026-02-28 12:35:36.053333
815,16.921.332-1,Néstor,Gutiérrez,1955-03-13,M,Placilla,NINGUNA,2026-02-28 12:35:36.060000
816,19.108.718-6,Constanza,Gaete,1993-08-18,F,Quirihue,ISAPRE,2026-02-28 12:35:36.060000
817,13.742.917-9,María,Espinoza,1979-11-06,F,Melipilla,ISAPRE,2026-02-28 12:35:36.060000
818,8.952.090-8,Berta,Sanhueza,1972-01-08,F,Peumo,FONASA,2026-02-28 12:35:36.063333
819,20.845.063-8,Mateo,Salazar,2000-07-10,M,San Carlos,FONASA,2026-02-28 12:35:36.066666
820,17.806.693-5,Lucas,Navarro,1976-01-21,M,Quemchi,ISAPRE,2026-02-28 12:35:36.070000
821,6.814.018-8,Ana,Salinas,1999-04-06,F,Villarrica,FONASA,2026-02-28 12:35:36.070000
822,11.720.838-9,Carlos,Rivera,1963-04-27,M,Colchane,ISAPRE,2026-02-28 12:35:36.073333
823,9.805.805-2,Leontina,Cuevas,1961-07-12,F,Curepto,NINGUNA,2026-02-28 12:35:36.080000
824,7.711.582-K,José,Maldonado,1973-03-06,M,Quirihue,ISAPRE,2026-02-28 12:35:36.080000
825,15.516.431-K,Carlos,Toledo,1983-03-06,M,Santo Domingo,FONASA,2026-02-28 12:35:36.086666
826,20.168.389-0,Juan,Carrasco,1958-08-12,M,Nogales,FONASA,2026-02-28 12:35:36.086666
827,24.336.711-5,Manuel,Cortés,1992-01-09,M,Purén,FONASA,2026-02-28 12:35:36.086666
828,7.954.177-K,Dayana,Santander,1948-10-21,F,Aisén,NINGUNA,2026-02-28 12:35:36.090000
829,19.408.599-0,Constanza,Aravena,1967-06-14,F,Constitución,ISAPRE,2026-02-28 12:35:36.093333
830,17.861.964-0,Maite,Gálvez,1940-04-26,F,Coltauco,FONASA,2026-02-28 12:35:36.093333
831,17.519.205-0,Ricardo,Ramírez,2004-08-26,M,Renaico,FONASA,2026-02-28 12:35:36.096666
832,22.818.537-K,Teresa,Reyes,1952-12-19,F,Chépica,FONASA,2026-02-28 12:35:36.100000
833,13.349.118-K,Juan,Contreras,1955-05-25,M,San Gregorio,NINGUNA,2026-02-28 12:35:36.103333
834,15.472.078-2,Sonia,Santander,1948-10-09,F,Alto Biobío,FONASA,2026-02-28 12:35:36.103333
835,21.889.169-1,Mirtha,Pérez,1980-01-22,F,Teodoro Schmidt,ISAPRE,2026-02-28 12:35:36.106666
836,7.190.668-K,Eduardo,Muñoz,1996-01-23,M,Freire,FONASA,2026-02-28 12:35:36.110000
837,14.758.561-6,Martina,Vásquez,1971-01-10,F,Coronel,NINGUNA,2026-02-28 12:35:36.113333
838,19.551.390-2,Millaray,Maureira,2000-06-04,F,Ollagüe,NINGUNA,2026-02-28 12:35:36.116666
839,16.500.205-9,Carlos,Orellana,2001-05-04,M,Angol,ISAPRE,2026-02-28 12:35:36.120000
840,11.322.528-9,Katherine,Armijo,1951-03-22,F,Coronel,ISAPRE,2026-02-28 12:35:36.120000
841,12.664.445-0,Luis,Bustos,1955-04-07,M,Panguipulli,NINGUNA,2026-02-28 12:35:36.123333
842,12.086.368-1,José,González,1989-12-14,M,Cartagena,FONASA,2026-02-28 12:35:36.123333
